Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,lifecycle:transition,org:role,id,variant,variant-index,creator,travel permit number,Permit OrganizationalEntity,RequestedAmount,Permit ID,Amount,Permit ProjectNumber,OriginalAmount,Permit ActivityNumber,DeclarationNumber,Permit RequestedBudget,Permit travel permit number,id,BudgetNumber,Permit BudgetNumber,AdjustedAmount,Permit TaskNumber,Permit id,Automatic Flag
declaration 66199,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,06-12-2018 11:59,Variant 1,1,complete,ADMINISTRATION,st_step 66208_0,Variant 1,1,Fluxicon Disco,travel permit number 66198,organizational unit 65469,539.4844762,travel permit 66197,539.4844762,UNKNOWN,539.4844762,UNKNOWN,declaration number 66200,662.3320678,travel permit number 66198,declaration 66199,budget 147382,budget 3712,539.4844762,UNKNOWN,travel permit 66197,Yes
declaration 61300,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,10-12-2018 12:16,Variant 1,1,complete,EMPLOYEE,st_step 61312_0,Variant 1,1,Fluxicon Disco,travel permit number 61297,organizational unit 65469,997.573049,travel permit 61296,997.573049,UNKNOWN,997.573049,UNKNOWN,declaration number 61301,3112.960719,travel permit number 61297,declaration 61300,budget 147379,budget 980,997.573049,UNKNOWN,travel permit 61296,Yes
declaration 61300,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,10-12-2018 12:17,Variant 1,1,complete,ADMINISTRATION,st_step 61311_0,Variant 1,1,Fluxicon Disco,travel permit number 61297,organizational unit 65469,997.573049,travel permit 61296,997.573049,UNKNOWN,997.573049,UNKNOWN,declaration number 61301,3112.960719,travel permit number 61297,declaration 61300,budget 147379,budget 980,997.573049,UNKNOWN,travel permit 61296,Yes
declaration 61320,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,21-09-2018 11:01,Variant 1,1,complete,EMPLOYEE,st_step 61333_0,Variant 1,1,Fluxicon Disco,travel permit number 61316,organizational unit 65464,559.01991,travel permit 61315,559.01991,project 14226,559.01991,UNKNOWN,declaration number 61321,1413.779236,travel permit number 61316,declaration 61320,budget 146856,budget 1264,559.01991,task 427,travel permit 61315,Yes
declaration 61320,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,21-09-2018 11:02,Variant 1,1,complete,ADMINISTRATION,st_step 61331_0,Variant 1,1,Fluxicon Disco,travel permit number 61316,organizational unit 65464,559.01991,travel permit 61315,559.01991,project 14226,559.01991,UNKNOWN,declaration number 61321,1413.779236,travel permit number 61316,declaration 61320,budget 146856,budget 1264,559.01991,task 427,travel permit 61315,Yes
declaration 61340,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,29-08-2018 09:41,Variant 1,1,complete,EMPLOYEE,st_step 61348_0,Variant 1,1,Fluxicon Disco,travel permit number 61335,organizational unit 65460,758.2452581,travel permit 61334,758.2452581,project 61336,758.2452581,UNKNOWN,declaration number 61341,2100.360957,travel permit number 61335,declaration 61340,budget 146741,budget 1812,758.2452581,task 427,travel permit 61334,Yes
declaration 61340,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,29-08-2018 09:41,Variant 1,1,complete,ADMINISTRATION,st_step 61349_0,Variant 1,1,Fluxicon Disco,travel permit number 61335,organizational unit 65460,758.2452581,travel permit 61334,758.2452581,project 61336,758.2452581,UNKNOWN,declaration number 61341,2100.360957,travel permit number 61335,declaration 61340,budget 146741,budget 1812,758.2452581,task 427,travel permit 61334,Yes
declaration 33104,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,23-10-2018 21:33,Variant 1,1,complete,EMPLOYEE,st_step 33115_0,Variant 1,1,Fluxicon Disco,travel permit number 33103,organizational unit 65458,1246.961841,travel permit 33102,1246.961841,UNKNOWN,1246.961841,UNKNOWN,declaration number 33105,597.242134,travel permit number 33103,declaration 33104,budget 146729,budget 6671,1246.961841,UNKNOWN,travel permit 33102,Yes
declaration 33104,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,23-10-2018 21:33,Variant 1,1,complete,ADMINISTRATION,st_step 33114_0,Variant 1,1,Fluxicon Disco,travel permit number 33103,organizational unit 65458,1246.961841,travel permit 33102,1246.961841,UNKNOWN,1246.961841,UNKNOWN,declaration number 33105,597.242134,travel permit number 33103,declaration 33104,budget 146729,budget 6671,1246.961841,UNKNOWN,travel permit 33102,Yes
declaration 54390,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,05-09-2018 16:31,Variant 1,1,complete,EMPLOYEE,st_step 54396_0,Variant 1,1,Fluxicon Disco,travel permit number 54389,organizational unit 65454,40.59187657,travel permit 54388,40.59187657,UNKNOWN,40.59187657,UNKNOWN,declaration number 54391,0,travel permit number 54389,declaration 54390,budget 146823,budget 592,40.59187657,UNKNOWN,travel permit 54388,Yes
declaration 54390,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,05-09-2018 16:31,Variant 1,1,complete,ADMINISTRATION,st_step 54398_0,Variant 1,1,Fluxicon Disco,travel permit number 54389,organizational unit 65454,40.59187657,travel permit 54388,40.59187657,UNKNOWN,40.59187657,UNKNOWN,declaration number 54391,0,travel permit number 54389,declaration 54390,budget 146823,budget 592,40.59187657,UNKNOWN,travel permit 54388,Yes
declaration 54392,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,05-09-2018 12:11,Variant 2,2,complete,EMPLOYEE,st_step 54400_0,Variant 3,3,Fluxicon Disco,travel permit number 54389,organizational unit 65454,0,travel permit 54388,0,UNKNOWN,0,UNKNOWN,UNKNOWN,0,travel permit number 54389,declaration 54392,budget 146823,budget 592,0,UNKNOWN,travel permit 54388,Yes
declaration 54392,Declaration REJECTED by ADMINISTRATION,STAFF MEMBER,05-09-2018 12:11,Variant 2,2,complete,ADMINISTRATION,st_step 54401_0,Variant 3,3,Fluxicon Disco,travel permit number 54389,organizational unit 65454,0,travel permit 54388,0,UNKNOWN,0,UNKNOWN,UNKNOWN,0,travel permit number 54389,declaration 54392,budget 146823,budget 592,0,UNKNOWN,travel permit 54388,Yes
declaration 20717,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,08-10-2018 09:37,Variant 1,1,complete,EMPLOYEE,st_step 20724_0,Variant 1,1,Fluxicon Disco,travel permit number 20716,organizational unit 65454,1502.816282,travel permit 20715,1502.816282,UNKNOWN,1502.816282,UNKNOWN,declaration number 20718,6237.243351,travel permit number 20716,declaration 20717,budget 146825,budget 864,1502.816282,UNKNOWN,travel permit 20715,Yes
declaration 20717,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,08-10-2018 09:37,Variant 1,1,complete,ADMINISTRATION,st_step 20722_0,Variant 1,1,Fluxicon Disco,travel permit number 20716,organizational unit 65454,1502.816282,travel permit 20715,1502.816282,UNKNOWN,1502.816282,UNKNOWN,declaration number 20718,6237.243351,travel permit number 20716,declaration 20717,budget 146825,budget 864,1502.816282,UNKNOWN,travel permit 20715,Yes
declaration 61501,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,20-11-2018 12:04,Variant 1,1,complete,EMPLOYEE,st_step 61514_0,Variant 1,1,Fluxicon Disco,travel permit number 61498,organizational unit 65457,287.1850958,travel permit 61497,287.1850958,UNKNOWN,287.1850958,UNKNOWN,declaration number 61502,2189.926704,travel permit number 61498,declaration 61501,budget 147486,budget 10229,287.1850958,UNKNOWN,travel permit 61497,Yes
declaration 61501,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,20-11-2018 12:05,Variant 1,1,complete,ADMINISTRATION,st_step 61511_0,Variant 1,1,Fluxicon Disco,travel permit number 61498,organizational unit 65457,287.1850958,travel permit 61497,287.1850958,UNKNOWN,287.1850958,UNKNOWN,declaration number 61502,2189.926704,travel permit number 61498,declaration 61501,budget 147486,budget 10229,287.1850958,UNKNOWN,travel permit 61497,Yes
declaration 66284,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,23-07-2018 10:53,Variant 1,1,complete,EMPLOYEE,st_step 66295_0,Variant 1,1,Fluxicon Disco,travel permit number 66281,organizational unit 65458,99.36285607,travel permit 66280,99.36285607,project 12435,99.36285607,UNKNOWN,declaration number 66285,429.6772154,travel permit number 66281,declaration 66284,budget 146713,budget 698,99.36285607,task 427,travel permit 66280,Yes
declaration 66284,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,23-07-2018 10:53,Variant 1,1,complete,ADMINISTRATION,st_step 66296_0,Variant 1,1,Fluxicon Disco,travel permit number 66281,organizational unit 65458,99.36285607,travel permit 66280,99.36285607,project 12435,99.36285607,UNKNOWN,declaration number 66285,429.6772154,travel permit number 66281,declaration 66284,budget 146713,budget 698,99.36285607,task 427,travel permit 66280,Yes
declaration 56041,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,07-09-2018 10:46,Variant 1,1,complete,EMPLOYEE,st_step 56052_0,Variant 1,1,Fluxicon Disco,travel permit number 56036,organizational unit 65460,344.2978343,travel permit 56035,344.2978343,UNKNOWN,344.2978343,activity 38114,declaration number 56042,1060.17314,travel permit number 56036,declaration 56041,budget 146824,budget 499,344.2978343,UNKNOWN,travel permit 56035,Yes
declaration 56041,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,07-09-2018 10:46,Variant 1,1,complete,ADMINISTRATION,st_step 56054_0,Variant 1,1,Fluxicon Disco,travel permit number 56036,organizational unit 65460,344.2978343,travel permit 56035,344.2978343,UNKNOWN,344.2978343,activity 38114,declaration number 56042,1060.17314,travel permit number 56036,declaration 56041,budget 146824,budget 499,344.2978343,UNKNOWN,travel permit 56035,Yes
declaration 34007,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,11-07-2018 08:49,Variant 1,1,complete,EMPLOYEE,st_step 34013_0,Variant 1,1,Fluxicon Disco,travel permit number 34006,organizational unit 65459,14.8068657,travel permit 34005,14.8068657,project 30315,14.8068657,UNKNOWN,declaration number 34008,60.40258963,travel permit number 34006,declaration 34007,budget 146728,budget 4932,14.8068657,task 427,travel permit 34005,Yes
declaration 34007,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,11-07-2018 08:49,Variant 1,1,complete,ADMINISTRATION,st_step 34014_0,Variant 1,1,Fluxicon Disco,travel permit number 34006,organizational unit 65459,14.8068657,travel permit 34005,14.8068657,project 30315,14.8068657,UNKNOWN,declaration number 34008,60.40258963,travel permit number 34006,declaration 34007,budget 146728,budget 4932,14.8068657,task 427,travel permit 34005,Yes
declaration 66314,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,12-07-2018 10:49,Variant 1,1,complete,EMPLOYEE,st_step 66319_0,Variant 1,1,Fluxicon Disco,travel permit number 66313,organizational unit 65459,38.18612733,travel permit 66312,38.18612733,UNKNOWN,38.18612733,UNKNOWN,declaration number 66315,24.24118034,travel permit number 66313,declaration 66314,budget 146728,budget 4932,38.18612733,UNKNOWN,travel permit 66312,Yes
declaration 66314,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,12-07-2018 10:49,Variant 1,1,complete,ADMINISTRATION,st_step 66320_0,Variant 1,1,Fluxicon Disco,travel permit number 66313,organizational unit 65459,38.18612733,travel permit 66312,38.18612733,UNKNOWN,38.18612733,UNKNOWN,declaration number 66315,24.24118034,travel permit number 66313,declaration 66314,budget 146728,budget 4932,38.18612733,UNKNOWN,travel permit 66312,Yes
declaration 30290,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,14-09-2018 15:41,Variant 1,1,complete,EMPLOYEE,st_step 30299_0,Variant 1,1,Fluxicon Disco,travel permit number 30287,organizational unit 65455,479.6598955,travel permit 30286,479.6598955,UNKNOWN,479.6598955,UNKNOWN,declaration number 30291,1096.532585,travel permit number 30287,declaration 30290,budget 147065,budget 4164,479.6598955,UNKNOWN,travel permit 30286,Yes
declaration 30290,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,14-09-2018 15:41,Variant 1,1,complete,ADMINISTRATION,st_step 30298_0,Variant 1,1,Fluxicon Disco,travel permit number 30287,organizational unit 65455,479.6598955,travel permit 30286,479.6598955,UNKNOWN,479.6598955,UNKNOWN,declaration number 30291,1096.532585,travel permit number 30287,declaration 30290,budget 147065,budget 4164,479.6598955,UNKNOWN,travel permit 30286,Yes
declaration 19630,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,02-09-2018 20:16,Variant 1,1,complete,EMPLOYEE,st_step 19639_0,Variant 1,1,Fluxicon Disco,travel permit number 19629,organizational unit 65456,373.1117928,travel permit 19628,373.1117928,project 1314,373.1117928,UNKNOWN,declaration number 19631,503.4443273,travel permit number 19629,declaration 19630,budget 146822,budget 1313,373.1117928,task 427,travel permit 19628,Yes
declaration 19630,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,02-09-2018 20:17,Variant 1,1,complete,ADMINISTRATION,st_step 19637_0,Variant 1,1,Fluxicon Disco,travel permit number 19629,organizational unit 65456,373.1117928,travel permit 19628,373.1117928,project 1314,373.1117928,UNKNOWN,declaration number 19631,503.4443273,travel permit number 19629,declaration 19630,budget 146822,budget 1313,373.1117928,task 427,travel permit 19628,Yes
declaration 19646,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,04-09-2018 09:04,Variant 1,1,complete,EMPLOYEE,st_step 19656_0,Variant 1,1,Fluxicon Disco,travel permit number 19641,organizational unit 65460,170.0829391,travel permit 19640,170.0829391,project 19642,170.0829391,UNKNOWN,declaration number 19647,1521.445643,travel permit number 19641,declaration 19646,budget 146818,budget 1812,170.0829391,task 427,travel permit 19640,Yes
declaration 19646,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,04-09-2018 09:05,Variant 1,1,complete,ADMINISTRATION,st_step 19654_0,Variant 1,1,Fluxicon Disco,travel permit number 19641,organizational unit 65460,170.0829391,travel permit 19640,170.0829391,project 19642,170.0829391,UNKNOWN,declaration number 19647,1521.445643,travel permit number 19641,declaration 19646,budget 146818,budget 1812,170.0829391,task 427,travel permit 19640,Yes
declaration 11477,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,13-08-2018 16:41,Variant 1,1,complete,EMPLOYEE,st_step 11482_0,Variant 1,1,Fluxicon Disco,travel permit number 11475,organizational unit 65454,696.4905555,travel permit 11474,696.4905555,project 11476,696.4905555,UNKNOWN,declaration number 11478,1328.222712,travel permit number 11475,declaration 11477,budget 146681,budget 1021,696.4905555,task 427,travel permit 11474,Yes
declaration 11477,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,13-08-2018 16:41,Variant 1,1,complete,ADMINISTRATION,st_step 11483_0,Variant 1,1,Fluxicon Disco,travel permit number 11475,organizational unit 65454,696.4905555,travel permit 11474,696.4905555,project 11476,696.4905555,UNKNOWN,declaration number 11478,1328.222712,travel permit number 11475,declaration 11477,budget 146681,budget 1021,696.4905555,task 427,travel permit 11474,Yes
declaration 11492,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,09-10-2018 18:17,Variant 1,1,complete,EMPLOYEE,st_step 11516_0,Variant 1,1,Fluxicon Disco,travel permit number 11486,organizational unit 65456,566.153001,travel permit 11485,566.153001,project 1314,566.153001,UNKNOWN,declaration number 11493,3801.083319,travel permit number 11486,declaration 11492,budget 146681,budget 1313,566.153001,task 427,travel permit 11485,Yes
declaration 11492,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,09-10-2018 18:17,Variant 1,1,complete,ADMINISTRATION,st_step 11515_0,Variant 1,1,Fluxicon Disco,travel permit number 11486,organizational unit 65456,566.153001,travel permit 11485,566.153001,project 1314,566.153001,UNKNOWN,declaration number 11493,3801.083319,travel permit number 11486,declaration 11492,budget 146681,budget 1313,566.153001,task 427,travel permit 11485,Yes
declaration 66871,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,26-09-2018 09:32,Variant 1,1,complete,EMPLOYEE,st_step 66876_0,Variant 1,1,Fluxicon Disco,travel permit number 66870,organizational unit 65457,1048.188795,travel permit 66869,1048.188795,project 19312,1048.188795,UNKNOWN,declaration number 66872,994.5307836,travel permit number 66870,declaration 66871,budget 146682,budget 4444,1048.188795,task 427,travel permit 66869,Yes
declaration 66871,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,26-09-2018 09:32,Variant 1,1,complete,ADMINISTRATION,st_step 66877_0,Variant 1,1,Fluxicon Disco,travel permit number 66870,organizational unit 65457,1048.188795,travel permit 66869,1048.188795,project 19312,1048.188795,UNKNOWN,declaration number 66872,994.5307836,travel permit number 66870,declaration 66871,budget 146682,budget 4444,1048.188795,task 427,travel permit 66869,Yes
declaration 70988,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,31-08-2018 11:28,Variant 1,1,complete,EMPLOYEE,st_step 70997_0,Variant 1,1,Fluxicon Disco,travel permit number 70987,organizational unit 65454,1972.508469,travel permit 70986,1972.508469,UNKNOWN,1972.508469,UNKNOWN,declaration number 70989,2045.965488,travel permit number 70987,declaration 70988,budget 146755,budget 1755,1972.508469,UNKNOWN,travel permit 70986,Yes
declaration 70988,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,31-08-2018 11:28,Variant 1,1,complete,ADMINISTRATION,st_step 70995_0,Variant 1,1,Fluxicon Disco,travel permit number 70987,organizational unit 65454,1972.508469,travel permit 70986,1972.508469,UNKNOWN,1972.508469,UNKNOWN,declaration number 70989,2045.965488,travel permit number 70987,declaration 70988,budget 146755,budget 1755,1972.508469,UNKNOWN,travel permit 70986,Yes
declaration 64527,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,25-09-2018 13:02,Variant 1,1,complete,EMPLOYEE,st_step 64532_0,Variant 1,1,Fluxicon Disco,travel permit number 64526,organizational unit 65456,1721.127854,travel permit 64525,1721.127854,project 14877,1721.127854,UNKNOWN,declaration number 64528,825.7370006,travel permit number 64526,declaration 64527,budget 146847,budget 722,1721.127854,task 427,travel permit 64525,Yes
declaration 64527,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,25-09-2018 13:02,Variant 1,1,complete,ADMINISTRATION,st_step 64534_0,Variant 1,1,Fluxicon Disco,travel permit number 64526,organizational unit 65456,1721.127854,travel permit 64525,1721.127854,project 14877,1721.127854,UNKNOWN,declaration number 64528,825.7370006,travel permit number 64526,declaration 64527,budget 146847,budget 722,1721.127854,task 427,travel permit 64525,Yes
